N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
6;23;17;40;Cl;-27557.818;32.066;8427.766;0.8016;7482.0816;32.0655;970415.466;34.423;1;8488.457793361295;-60.69179336129491
4;22;18;40;Ar;-35039.89997;0.00218;8595.2594;0.0002;-1504.4031;0.0559;962383.12204;0.00234;-1;8698.139543464215;-102.88014346421369
2;21;19;40;K;-33535.497;0.056;8538.0907;0.0014;1310.9051;0.0596;963998.165;0.060;1;8605.084486061605;-66.99378606160462
0;20;20;40;Ca;-34846.402;0.020;8551.3046;0.0006;-14323.0493;2.8281;962590.850;0.022;-1;8563.467719092321;-12.163119092321722
-2;19;21;40;Sc;-20523.353;2.828;8173.6697;0.0707;-11529.9139;68.3023;977967.275;3.036;1;8219.114144617506;-45.444444617505724
-4;18;22;40;Ti;-8993.439;68.244;7865.8632;1.7061;-21463;308;990345.146;73.262;-1;7926.19886057602;-60.33566057602002
-6;17;23;40;V;12470;300;7310.0;7;*;;013387;322;1;7330.546769028999;-20.546769028998824
17;29;12;41;Mg;58100;500;6425.0;12;23510;640;062373;537;0;5832.085975976231;592.9140240237693
15;28;13;41;Al;34590;400;6980.0;10;21390;500;037134;429;0;6598.6604344780735;381.3395655219265
13;27;14;41;Si;13200;300;7482.0;7;18180;323;014171;322;0;7245.48767892836;236.51232107164014
11;26;15;41;P;-4979.767;120.163;7906.5513;2.9308;14028.8125;120.2326;994654.000;129.000;0;7772.567709327082;133.98359067291767
9;25;16;41;S;-19008.580;4.099;8229.6358;0.1000;8298.6116;68.8456;979593.451;4.400;0;8179.900525674249;49.73527432575065
7;24;17;41;Cl;-27307.192;68.723;8412.9593;1.6762;5760.3180;68.7243;970684.525;73.777;0;8467.486127969854;-54.52682796985391
5;23;18;41;Ar;-33067.510;0.347;8534.3733;0.0085;2492.0392;0.3473;964500.570;0.372;0;8635.324516213901;-100.95121621390172
3;22;19;41;K;-35559.54880;0.00376;8576.0731;0.0003;-421.6406;0.1377;961825.25611;0.00403;0;8683.415690406386;-107.34259040638608
1;21;20;41;Ca;-35137.908;0.138;8546.7075;0.0034;-6495.5482;0.1553;962277.905;0.147;0;8611.759650547314;-65.05215054731343
-1;20;21;41;Sc;-28642.360;0.077;8369.1979;0.0019;-12944.8214;27.9449;969251.163;0.083;0;8420.356396636678;-51.15849663667905
-3;19;22;41;Ti;-15697.539;27.945;8034.3889;0.6816;-16008;202;983148.000;30.000;0;8109.205928674486;-74.81702867448621
-5;18;23;41;V;310;200;7625.0;5;-20100;447;000333;215;0;7678.308246660732;-53.30824666073204
-7;17;24;41;Cr;20410;400;7116.0;10;*;;021911;429;0;7127.663350595418;-11.663350595417796
16;29;13;42;Al;41990;500;6829.0;12;25150;583;045078;537;1;6363.318724466847;465.681275533153
14;28;14;42;Si;16840;300;7410.0;7;15748;315;018078;322;-1;7112.66894352553;297.33105647446973
12;27;15;42;P;1091.842;95.009;7765.9122;2.2621;18729.5899;95.0504;001172.140;101.996;1;7583.171981110214;182.74021888978587
10;26;16;42;S;-17637.748;2.794;8193.2275;0.0665;7194.0221;59.6811;981065.100;3.000;-1;8104.008317140021;89.21918285997981
8;25;17;42;Cl;-24831.770;59.616;8345.8864;1.4194;9590.9082;59.8947;973342.000;64.000;1;8345.99747169583;-0.11107169583010545
6;24;18;42;Ar;-34422.678;5.775;8555.6141;0.1375;599.3527;5.7763;963045.737;6.200;-1;8638.319924696763;-82.70582469676265
4;23;19;42;K;-35022.031;0.106;8551.2571;0.0025;3525.2626;0.1825;962402.305;0.113;1;8651.795196223693;-100.53809622369226
2;22;20;42;Ca;-38547.293;0.148;8616.5646;0.0035;-6426.2904;0.0485;958617.780;0.159;-1;8715.603766195753;-99.03916619575284
0;21;21;42;Sc;-32121.003;0.154;8444.9303;0.0037;-7016.6496;0.2239;965516.686;0.165;1;8500.565154693808;-55.63485469380794
-2;20;22;42;Ti;-25104.353;0.269;8259.24;0.0064;-17485;196;973049.369;0.289;-1;8335.859841636991;-76.61984163699162
-4;19;23;42;V;-7620;196;7824.0;5;-14679;358;991820;210;1;7892.307347106173;-68.30734710617344
-6;18;24;42;Cr;7060;300;7456.0;7;*;;007579;322;-1;7499.088151020482;-43.088151020481746
17;30;13;43;Al;48270;600;6712.0;14;23940;721;051820;644;0;6209.91290008823;502.08709991176966
15;29;14;43;Si;24330;400;7251.0;9;19289;500;026119;429;0;6894.651093805445;356.34890619455473
13;28;15;43;P;5040;300;7681.0;7;17236;300;005411;322;0;7470.24844743625;210.75155256375
11;27;16;43;S;-12195.461;4.970;8063.8276;0.1156;11964.0500;62.0579;986907.635;5.335;0;7936.704960980648;127.12263901935148
9;26;17;43;Cl;-24159.510;61.859;8323.8672;1.4386;7850.3002;62.0860;974063.700;66.407;0;8294.020634438637;29.846565561363605
7;25;18;43;Ar;-32009.811;5.310;8488.2382;0.1235;4565.5836;5.3254;965636.056;5.700;0;8542.19546781022;-53.95726781021949
5;24;19;43;K;-36575.394;0.410;8576.2204;0.0095;1833.4783;0.4687;960734.701;0.440;0;8681.229461095392;-105.0090610953921
3;23;20;43;Ca;-38408.873;0.227;8600.6653;0.0053;-2220.7227;1.8650;958766.381;0.244;0;8711.122614294158;-110.45731429415719
1;22;21;43;Sc;-36188.150;1.863;8530.8265;0.0433;-6872.5591;6.0147;961150.425;1.999;0;8631.874927406516;-101.04842740651657
-1;21;22;43;Ti;-29315.591;5.719;8352.8054;0.1330;-11399.2333;43.2287;968528.420;6.139;0;8443.486400432466;-90.68100043246704
-3;20;23;43;V;-17916.358;42.849;8069.5129;0.9965;-15946;205;980766.000;46.000;0;8145.957033372007;-76.44413337200695
-5;19;24;43;Cr;-1970;200;7680.0;5;-19340;447;997885;215;0;7739.28682622514;-59.28682622514043
-7;18;25;43;Mn;17370;400;7213.0;9;*;;018647;429;0;7223.475778991866;-10.475778991865809
16;30;14;44;Si;29310;500;7156.0;11;18200;640;031466;537;-1;6754.202098995236;401.79790100476384
14;29;15;44;P;11110;400;7552.0;9;20314;400;011927;429;1;7273.244718351847;278.75528164815296
12;28;16;44;S;-9204.236;5.216;7996.0154;0.1186;11274.7373;85.7253;990118.846;5.600;-1;7841.418508601597;154.5968913984034
10;27;17;44;Cl;-20478.973;85.566;8234.4788;1.9447;12194.2869;85.5811;978014.918;91.859;1;8151.730100719846;82.74869928015505
8;26;18;44;Ar;-32673.260;1.584;8493.8411;0.0360;3108.2375;1.6381;964923.814;1.700;-1;8511.17286373123;-17.33176373123024
6;25;19;44;K;-35781.498;0.419;8546.7023;0.0095;5687.2319;0.5303;961586.984;0.450;1;8612.753428611117;-66.05112861111593
4;24;20;44;Ca;-41468.730;0.325;8658.1769;0.0074;-3652.6948;1.7565;955481.489;0.348;-1;8763.465164384137;-105.28826438413671
2;23;21;44;Sc;-37816.035;1.756;8557.3805;0.0399;-267.4488;1.8899;959402.818;1.884;1;8656.314702025657;-98.93420202565721
0;22;22;44;Ti;-37548.586;0.700;8533.5215;0.0159;-13740.5071;7.2986;959689.936;0.751;-1;8598.295410560315;-64.7739105603141
-2;21;23;44;V;-23808.079;7.265;8203.4567;0.1651;-10386.1805;51.7447;974440.977;7.799;1;8282.413920963472;-78.95722096347163
-4;20;24;44;Cr;-13421.899;51.232;7949.6265;1.1644;-20882;304;985591.000;55.000;-1;8015.663602259766;-66.03710225976556
-6;19;25;44;Mn;7460;300;7457.0;7;*;;008009;322;1;7491.0510854245595;-34.05108542455946
17;31;14;45;Si;37090;600;7004.0;13;21130;781;039818;644;0;6535.852473140062;468.1475268599379
15;30;15;45;P;15960;500;7456.0;11;19301;583;017134;537;0;7149.507032049628;306.4929679503721
13;29;16;45;S;-3340;300;7867.0;7;14922;329;996414;322;0;7663.2603727996975;203.7396272003025
11;28;17;45;Cl;-18262.544;136.163;8181.5991;3.0259;11508.2568;136.1643;980394.353;146.177;0;8077.1124953902745;104.48660460972587
9;27;18;45;Ar;-29770.801;0.512;8419.9526;0.0114;6844.8422;0.7311;968039.731;0.550;0;8391.06339982136;28.88920017864075
7;26;19;45;K;-36615.643;0.522;8554.6747;0.0116;4196.5868;0.6369;960691.491;0.560;0;8605.11308609295;-50.43838609295017
5;25;20;45;Ca;-40812.230;0.365;8630.5467;0.0081;260.0910;0.7377;956186.270;0.392;0;8719.261554205044;-88.7148542050436
3;24;21;45;Sc;-41072.321;0.663;8618.941;0.0147;-2062.0551;0.5086;955907.051;0.712;0;8733.508804157647;-114.5678041576466
1;23;22;45;Ti;-39010.266;0.836;8555.7321;0.0186;-7123.8247;0.2142;958120.758;0.897;0;8647.854835950755;-92.12273595075567
-1;22;23;45;V;-31886.441;0.863;8380.0394;0.0192;-12371.6400;35.4073;965768.498;0.926;0;8462.29964958437;-82.2602495843712
-3;21;24;45;Cr;-19514.801;35.397;8087.7286;0.7866;-14535;302;979050.000;38.000;0;8176.843245058492;-89.11464505849199
-5;20;25;45;Mn;-4980;300;7747.0;7;-19388;412;994654;322;0;7791.4856223731185;-44.48562237311853
-7;19;26;45;Fe;14408;283;7299.0;6;*;;015467;304;0;7306.226781528254;-7.226781528253923
16;31;15;46;P;22840;500;7320.0;11;22200;640;024520;537;1;6948.930391797362;371.06960820263794
14;30;16;46;S;640;400;7785.0;9;14375;411;000687;429;-1;7554.437936202376;230.56206379762443
12;29;17;46;Cl;-13734.949;97.249;8080.7757;2.1141;16036.3062;97.2766;985254.926;104.400;1;7920.628443960547;160.14725603945317
10;28;18;46;Ar;-29771.255;2.329;8412.3835;0.0506;5642.6746;2.4394;968039.244;2.500;-1;8334.693203582283;77.69029641771704
8;27;19;46;K;-35413.929;0.727;8518.0428;0.0158;7725.6802;2.3490;961981.584;0.780;1;8509.440926557176;8.60187344282349
6;26;20;46;Ca;-43139.610;2.234;8668.9848;0.0486;-1377.9665;2.3305;953687.726;2.398;-1;8732.062901395631;-63.078101395631165
4;25;21;46;Sc;-41761.643;0.671;8622.0215;0.0146;2366.6260;0.6666;955167.034;0.720;1;8715.367839587245;-93.34633958724407
2;24;22;46;Ti;-44128.269;0.090;8656.4623;0.0020;-7052.3723;0.0923;952626.356;0.097;-1;8746.547029642421;-90.08472964242173
0;23;23;46;V;-37075.897;0.134;8486.1423;0.0029;-7604.3264;11.4538;960197.389;0.143;1;8538.409183050757;-52.266883050757315
-2;22;24;46;Cr;-29471.570;11.453;8303.8233;0.2490;-17053.8226;87.3828;968360.969;12.295;-1;8378.145588322655;-74.32228832265537
-4;21;25;46;Mn;-12417.748;86.629;7916.0805;1.8832;-13628;312;986669.000;93.000;1;7978.56495694771;-62.48445694770999
-6;20;26;46;Fe;1210;300;7603.0;7;*;;001299;322;-1;7626.858577436328;-23.858577436328233
17;32;15;47;P;28810;600;7209.0;13;21610;721;030929;644;0;6818.366293567793;390.63370643220696
15;31;16;47;S;7200;400;7652.0;9;16781;447;007730;429;0;7369.899393909551;282.1006060904492
13;30;17;47;Cl;-9580;200;7992.0;4;15787;200;989715;215;0;7829.6302371697175;162.36976283028253
11;29;18;47;Ar;-25367.274;1.211;8311.425;0.0258;10344.7078;1.8490;972767.112;1.300;0;8197.558823348296;113.86617665170343
9;28;19;47;K;-35711.982;1.397;8514.8795;0.0297;6632.6837;2.6237;961661.612;1.500;0;8473.685152445285;41.19434755471411
7;27;20;47;Ca;-42344.665;2.221;8639.3548;0.0473;1992.1770;1.1849;954541.134;2.384;0;8658.009224460684;-18.654424460684822
5;26;21;47;Sc;-44336.842;1.931;8665.0958;0.0411;600.7694;1.9292;952402.444;2.072;0;8750.531039394496;-85.43523939449733
3;25;22;47;Ti;-44937.612;0.080;8661.2325;0.0017;-2930.5422;0.0879;951757.491;0.085;0;8751.250597246719;-90.01809724671875
1;24;23;47;V;-42007.070;0.110;8582.2348;0.0024;-7443.9769;5.1976;954903.558;0.118;0;8660.167898017355;-77.9330980173545
-1;23;24;47;Cr;-34563.093;5.197;8407.2067;0.1106;-11996.7167;32.0943;962894.995;5.578;0;8477.282941706399;-70.07624170639792
-3;22;25;47;Mn;-22566.376;31.671;8135.3117;0.6738;-15437;501;975774.000;34.000;0;8202.595728313856;-67.28402831385574
-5;21;26;47;Fe;-7130;500;7790.0;11;-17750;781;992346;537;0;7836.106257839722;-46.106257839722275
-7;20;27;47;Co;10620;600;7396.0;13;*;;011401;644;0;7377.814530283999;18.185469716000625
16;32;16;48;S;12390;500;7552.0;10;16670;707;013301;537;-1;7251.896607018223;300.1033929817768
14;31;17;48;Cl;-4280;500;7883.0;10;18075;500;995405;537;1;7663.851618180605;219.14838181939467
12;30;18;48;Ar;-22354.927;16.767;8243.6656;0.3493;9929.5550;16.7847;976001.000;18.000;-1;8122.399219986296;121.26638001370429
10;29;19;48;K;-32284.482;0.773;8434.2324;0.0161;11940.3857;0.7734;965341.184;0.830;1;8358.109286813466;76.12311318653519
8;28;20;48;Ca;-44224.868;0.018;8666.6916;0.0004;279.2155;4.9499;952522.654;0.018;-1;8640.411944283944;26.279655716056368
6;27;21;48;Sc;-44504.083;4.950;8656.2097;0.1031;3988.8685;4.9499;952222.903;5.313;1;8699.877066775904;-43.667366775904156
4;26;22;48;Ti;-48492.952;0.074;8723.0122;0.0016;-4014.9467;0.9691;947940.677;0.079;-1;8805.934779911167;-82.92257991116821
2;25;23;48;V;-44478.005;0.972;8623.0686;0.0202;-1656.6918;7.3746;952250.900;1.043;1;8689.154958067917;-66.08635806791608
0;24;24;48;Cr;-42821.313;7.311;8572.2553;0.1523;-13524.6692;9.9157;954029.431;7.848;-1;8618.967726867972;-46.71242686797086
-2;23;25;48;Mn;-29296.644;6.699;8274.1924;0.1396;-11288.0685;92.4609;968548.760;7.191;1;8325.942960689508;-51.75056068950835
-4;22;26;48;Fe;-18008.575;92.218;8022.7254;1.9212;-19738;509;980667.000;99.000;-1;8079.510785154352;-56.78538515435139
-6;21;27;48;Co;1730;500;7595.0;10;-16448;656;001857;537;1;7610.241074640677;-15.241074640676743
-8;20;28;48;Ni;18178;424;7236.0;9;*;;019515;455;-1;7187.563954770307;48.43604522969326
17;33;16;49;S;20391;583;7400.0;12;19652;707;021891;626;0;7064.2483508402465;335.75164915975347
15;32;17;49;Cl;740;400;7785.0;8;17800;565;000794;429;0;7561.189005515184;223.81099448481564
13;31;18;49;Ar;-17060;400;8132.0;8;12551;400;981685;429;0;7973.466817987365;158.53318201263482
11;30;19;49;K;-29611.496;0.801;8372.2753;0.0164;11688.5069;0.8205;968210.753;0.860;0;8301.081788256788;71.19351174321127
9;29;20;49;Ca;-41300.003;0.178;8594.85;0.0036;5262.4445;2.2745;955662.625;0.190;0;8544.033916323457;50.81608367654371
7;28;21;49;Sc;-46562.447;2.268;8686.2805;0.0463;2001.5652;2.2684;950013.159;2.434;0;8702.323202187368;-16.042702187367468
5;27;22;49;Ti;-48564.012;0.078;8711.1625;0.0016;-601.8555;0.8203;947864.391;0.084;0;8775.949645848526;-64.78714584852605
3;26;23;49;V;-47962.157;0.824;8682.9135;0.0168;-2629.8047;2.3487;948510.509;0.884;0;8764.913247306928;-81.99974730692702
1;25;24;49;Cr;-45332.352;2.202;8613.2777;0.0449;-7712.4265;0.2329;951333.720;2.363;0;8669.214006562572;-55.93630656257119
-1;24;25;49;Mn;-37619.925;2.214;8439.915;0.0452;-12869.1957;24.3199;959613.350;2.377;0;8488.851923615463;-48.93692361546164
-3;23;26;49;Fe;-24750.730;24.219;8161.3121;0.4943;-14971;501;973429.000;26.000;0;8223.826998465594;-62.51489846559434
-5;22;27;49;Co;-9780;500;7840.0;10;-18309;781;989501;537;0;7874.139231112971;-34.139231112971174
-7;21;28;49;Ni;8530;600;7450.0;12;*;;009157;644;0;7439.788621557592;10.211378442408204
16;33;17;50;Cl;7700;400;7651.0;8;20930;640;008266;429;1;7389.7613454555385;261.2386545444615
14;32;18;50;Ar;-13230;500;8054.0;10;12498;500;985797;537;-1;7884.512019163168;169.48798083683232
12;31;19;50;K;-25727.853;7.731;8288.5833;0.1546;13861.3774;7.8919;972380.015;8.300;1;8171.14309517436;117.44020482564065
10;30;20;50;Ca;-39589.230;1.584;8550.1639;0.0317;4947.8903;2.9723;957499.215;1.700;-1;8503.081643866366;47.082256133633564
8;29;21;50;Sc;-44537.120;2.515;8633.4747;0.0503;6894.7470;2.5166;952187.437;2.700;1;8626.900594861936;6.574105138064624
6;28;22;50;Ti;-51431.867;0.082;8755.7227;0.0017;-2208.6274;0.0579;944785.622;0.088;-1;8796.027018538323;-40.30431853832306
4;27;23;50;V;-49223.240;0.093;8695.9032;0.0019;1038.1240;0.0551;947156.681;0.099;1;8757.033844518272;-61.130644518270856
2;26;24;50;Cr;-50261.364;0.094;8701.0188;0.0019;-7634.4776;0.0672;946042.209;0.100;-1;8763.348143179037;-62.329343179037096
0;25;25;50;Mn;-42626.886;0.115;8532.6823;0.0023;-8150.4267;8.3842;954238.157;0.123;1;8561.542844143367;-28.860544143366496
-2;24;26;50;Fe;-34476.460;8.383;8354.0268;0.1677;-16887.0566;126.0308;962988.000;9.000;-1;8405.04501778851;-51.01821778851081
-4;23;27;50;Co;-17589.403;125.752;8000.6387;2.5150;-14130;516;981117.000;135.000;1;8040.427593737217;-39.78889373721631
-6;22;28;50;Ni;-3460;500;7702.0;10;*;;996286;537;-1;7721.11764236674;-19.117642366740256
17;34;17;51;Cl;14290;700;7530.0;14;20780;806;015341;751;0;7279.00599020465;250.9940097953504
15;33;18;51;Ar;-6490;400;7922.0;8;16026;400;993033;429;0;7727.725088140948;194.27491185905183
13;32;19;51;K;-22515.457;13.041;8221.335;0.2557;13816.8529;13.0517;975828.664;14.000;0;8098.107686351477;123.22731364852189
11;31;20;51;Ca;-36332.310;0.522;8476.9135;0.0102;6918.0432;2.5686;960995.663;0.560;0;8390.153784836235;86.75971516376558
9;30;21;51;Sc;-43250.353;2.515;8597.2213;0.0493;6482.6122;2.5612;953568.838;2.700;0;8603.863383595226;-6.6420835952267225
7;29;22;51;Ti;-49732.965;0.484;8708.9912;0.0095;2470.1402;0.4820;946609.468;0.519;0;8739.236482628447;-30.245282628446148
5;28;23;51;V;-52203.105;0.097;8742.0852;0.0019;-752.3907;0.1494;943957.664;0.104;0;8796.273081935899;-54.187881935898986
3;27;24;51;Cr;-51450.715;0.167;8711.9923;0.0033;-3207.4893;0.3256;944765.388;0.178;0;8774.973181517582;-62.98088151758202
1;26;25;51;Mn;-48243.225;0.304;8633.7602;0.0060;-8054.0400;1.4309;948208.770;0.326;0;8675.336781373497;-41.57658137349608
-1;25;26;51;Fe;-40189.185;1.398;8460.4977;0.0274;-12847.0389;48.4579;956855.137;1.501;0;8497.363881503641;-36.8661815036412
-3;24;27;51;Co;-27342.146;48.438;8193.2549;0.9498;-15692;503;970647.000;52.000;0;8241.054481908017;-47.79958190801699
-5;23;28;51;Ni;-11650;500;7870.0;10;*;;987493;537;0;7906.408582586625;-36.408582586625016
18;35;17;52;Cl;22360;700;7386.0;13;23739;922;024004;751;1;7104.647390585634;281.35260941436627
16;34;18;52;Ar;-1380;600;7827.0;12;15758;601;998519;644;-1;7628.799692310712;198.2003076892879
14;33;19;52;K;-17137.628;33.534;8115.0303;0.6449;17128.6431;33.5405;981602.000;36.000;1;7958.038104069524;156.99219593047656
12;32;20;52;Ca;-34266.272;0.671;8429.3821;0.0129;6257.2889;3.1463;963213.646;0.720;-1;8331.310402697552;98.07169730244823
10;31;21;52;Sc;-40523.560;3.074;8534.6695;0.0591;8954.1372;4.1223;956496.170;3.300;1;8509.668811359315;25.00068864068453
8;30;22;52;Ti;-49477.698;2.747;8691.8193;0.0528;1965.3340;2.7510;946883.509;2.948;-1;8732.061106890294;-40.241806890295265
6;29;23;52;V;-51443.032;0.159;8714.569;0.0031;3976.4763;0.1601;944773.636;0.170;1;8759.539512455009;-44.97051245500916
4;28;24;52;Cr;-55419.508;0.112;8775.9946;0.0022;-4708.1214;0.0633;940504.714;0.120;-1;8831.05180488894;-55.05720488894076
2;27;25;52;Mn;-50711.387;0.129;8670.4087;0.0025;-2379.2912;0.1534;945559.090;0.138;1;8707.650207356604;-37.241507356604416
0;26;26;52;Fe;-48332.095;0.179;8609.6079;0.0035;-13988.1167;5.2831;948113.364;0.192;-1;8628.282496693486;-18.674596693485
-2;25;27;52;Co;-34343.979;5.282;8325.5606;0.1016;-11784.1230;83.0710;963130.224;5.669;1;8354.000896064103;-28.440296064101858
-4;24;28;52;Ni;-22559.856;82.903;8083.8977;1.5943;-20680;606;975781.000;89.000;-1;8123.753182303934;-39.85548230393397
-6;23;29;52;Cu;-1880;600;7671.0;12;*;;997982;644;1;7698.591578577501;-27.591578577501423
17;35;18;53;Ar;6791;699;7677.0;13;19086;708;007290;750;0;7467.142840631666;209.85715936833367
15;34;19;53;K;-12295.722;111.779;8022.8488;2.1090;17091.9853;120.0471;986800.000;120.000;0;7873.06720847181;149.7815915281899
13;33;20;53;Ca;-29387.707;43.780;8330.5778;0.8260;9381.8471;47.2223;968451.000;47.000;0;8206.287845047833;124.28995495216623
11;32;21;53;Sc;-38769.555;17.698;8492.8325;0.3339;8111.8785;17.9325;958379.173;19.000;0;8466.804750359732;26.027749640268667
9;31;22;53;Ti;-46881.433;2.888;8631.1256;0.0545;4970.2419;4.2386;949670.714;3.100;0;8654.617924407508;-23.49232440750893
7;30;23;53;V;-51851.675;3.103;8710.1425;0.0585;3435.9426;3.1017;944334.940;3.331;0;8769.727367191163;-59.58486719116263
5;29;24;53;Cr;-55287.618;0.116;8760.2103;0.0022;-597.2679;0.3430;940646.304;0.124;0;8812.133078710694;-51.92277871069382
3;28;25;53;Mn;-54690.350;0.346;8734.1798;0.0065;-3742.8664;1.6971;941287.497;0.371;0;8781.835058966102;-47.65525896610234
1;27;26;53;Fe;-50947.483;1.669;8648.7985;0.0315;-8288.1073;0.4431;945305.629;1.792;0;8678.833307957388;-30.034807957386874
-1;26;27;53;Co;-42659.376;1.727;8477.6578;0.0326;-13028.5485;25.2096;954203.278;1.854;0;8503.12782568455;-25.47002568454991
-3;25;28;53;Ni;-29630.827;25.150;8217.0749;0.4745;-16491;501;968190.000;27.000;0;8254.718612147592;-37.64371214759194
-5;24;29;53;Cu;-13140;500;7891.0;9;*;;985894;537;0;7933.605667346511;-42.60566734651093
18;36;18;54;Ar;12560;800;7578.0;15;17710;894;013484;859;-1;7361.188892588073;216.81110741192697
16;35;19;54;K;-5150;400;7891.0;7;20010;403;994471;429;1;7726.11183020241;164.8881697975903
14;34;20;54;Ca;-25160.587;48.438;8247.4967;0.8970;9277.3463;50.4129;972989.000;52.000;-1;8133.817036998046;113.67966300195349
12;33;21;54;Sc;-34437.934;13.973;8404.8115;0.2588;11305.8789;21.1188;963029.359;15.000;1;8358.507927632007;46.30357236799318
10;32;22;54;Ti;-45743.812;15.835;8599.6917;0.2932;4154.4548;19.3840;950892.000;17.000;-1;8625.981087447271;-26.28938744727202
8;31;23;54;V;-49898.267;11.180;8662.1382;0.2070;7037.1118;11.1794;946432.009;12.001;1;8710.439931100864;-48.301731100864345
6;30;24;54;Cr;-56935.379;0.132;8777.9672;0.0025;-1377.1325;1.0051;938877.359;0.142;-1;8837.681043935758;-59.71384393575863
4;29;25;54;Mn;-55558.247;1.007;8737.9768;0.0186;696.3688;1.0587;940355.772;1.080;1;8781.907840608976;-43.93104060897531
2;28;26;54;Fe;-56254.615;0.343;8736.3846;0.0064;-8244.5478;0.0893;939608.189;0.368;-1;8768.916906463497;-32.53230646349766
0;27;27;54;Co;-48010.068;0.355;8569.2199;0.0066;-8731.7558;4.6710;948459.075;0.380;1;8572.911656156342;-3.691756156342308
-2;26;28;54;Ni;-39278.312;4.657;8393.0328;0.0862;-18038;400;957833.000;5.000;-1;8419.688675030493;-26.655875030492098
-4;25;29;54;Cu;-21240;400;8045.0;7;-15538;454;977198;429;1;8083.451377742967;-38.45137774296745
-6;24;30;54;Zn;-5702;217;7742.0;4;*;;993879;232;-1;7789.9963496367445;-47.996349636744526
17;36;19;55;K;470;500;7792.0;9;19121;525;000505;537;0;7632.371554036583;159.6284459634171
15;35;20;55;Ca;-18650.375;160.217;8125.926;2.9130;12191.7329;171.9435;979978.000;172.000;0;8000.152249388584;125.77375061141629
13;34;21;55;Sc;-30842.108;62.411;8333.3694;1.1347;10990.3608;68.7671;966889.637;67.000;0;8300.266686693367;33.10271330663272
11;33;22;55;Ti;-41832.469;28.876;8518.9696;0.5250;7292.6673;39.5419;955091.000;31.000;0;8532.714865950935;-13.745265950934481
9;32;23;55;V;-49125.136;27.013;8637.3391;0.4912;5985.1877;27.0143;947262.000;29.000;0;8697.496787161283;-60.15768716128332
