N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;A2;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene
45;123;78;201;Pt;-23740.714;50.103;7885.833;0.249;2660.000;50.000;200;974513.293;53.788;0;8102.701627513582;-216.8686275135824
43;122;79;201;Au;-26400.714;3.218;7895.175;0.016;1261.827;3.147;200;971657.665;3.454;0;8115.761778406325;-220.5867784063248
41;121;80;201;Hg;-27662.542;0.711;7897.56;0.004;-481.704;14.181;200;970303.038;0.763;0;8123.106879727146;-225.546879727146
39;120;81;201;Tl;-27180.838;14.185;7891.271;0.071;-1909.802;18.530;200;970820.168;15.228;0;8124.736931476047;-233.46593147604744
37;119;82;201;Pb;-25271.036;13.747;7877.877;0.068;-3854.603;20.481;200;972870.425;14.758;0;8120.651933653024;-242.77493365302325
35;118;83;201;Bi;-21416.433;15.183;7854.808;0.076;-4895.248;15.962;200;977008.512;16.299;0;8110.85188625808;-256.0438862580804
33;117;84;201;Po;-16521.185;4.942;7826.561;0.025;-5731.747;9.561;200;982263.777;5.305;0;8095.3367892912165;-268.7757892912168
31;116;85;201;At;-10789.438;8.184;7794.153;0.041;-6717.113;50.401;200;988417.061;8.786;0;8074.106642752433;-279.95364275243264
29;115;86;201;Rn;-4072.324;49.732;7756.842;0.247;-7660.902;50.554;200;995628.179;53.389;0;8047.161446641725;-290.31944664172534
27;114;87;201;Fr;3588.577;9.080;7714.836;0.045;-8348.224;22.239;201;003852.496;9.747;0;8014.501200959097;-299.6652009590971
25;113;88;201;Ra;11936.801;20.301;7669.41;0.101;*;;201;012814.683;21.794;0;7976.125905704548;-306.7159057045483
50;126;76;202;Os;-13087;401;7842.0;2;3689;499;201;985950;430;-1;8047.183354657412;-205.18335465741166
48;125;77;202;Ir;-16776;298;7856.0;1;5916;299;201;981990;320;1;8065.622327483924;-209.62232748392398
46;124;78;202;Pt;-22692.125;25.150;7881.56;0.125;1660.854;34.276;201;975639.000;27.000;-1;8094.003556282811;-212.44355628281028
44;123;79;202;Au;-24352.979;23.287;7885.909;0.115;2992.345;23.298;201;973856.000;25.000;1;8101.117961842276;-215.20896184227604
42;122;80;202;Hg;-27345.324;0.705;7896.85;0.003;-1365.108;1.636;201;970643.585;0.756;-1;8118.174623374115;-221.3246233741147
40;121;81;202;Tl;-25980.216;1.606;7886.219;0.008;-39.602;4.096;201;972109.089;1.723;1;8113.96446166653;-227.74546166653
38;120;82;202;Pb;-25940.614;3.796;7882.15;0.019;-5199.130;15.856;201;972151.604;4.075;-1;8119.696555931322;-237.54655593132247
36;119;83;202;Bi;-20741.484;15.396;7852.539;0.076;-2799.868;17.666;201;977733.100;16.528;1;8104.161826956689;-251.6228269566891
34;118;84;202;Po;-17941.616;8.670;7834.805;0.043;-7350.884;29.289;201;980738.881;9.307;-1;8098.569353954432;-263.7643539544315
32;117;85;202;At;-10590.732;27.977;7794.541;0.138;-4316.097;33.010;201;988630.380;30.034;1;8071.710057712749;-277.16905771274924
30;116;86;202;Rn;-6274.635;17.520;7769.301;0.087;-9370.871;18.881;201;993263.902;18.808;-1;8054.793017443444;-285.49201744344373
28;115;87;202;Fr;3096.237;7.040;7719.038;0.035;-5978.625;16.586;202;003323.946;7.557;1;8016.609153934716;-297.5711539347167
26;114;88;202;Ra;9074.861;15.018;7685.568;0.074;*;;202;009742.264;16.122;-1;7988.367546398363;-302.7995463983625
51;127;76;203;Os;-7640;401;7816.0;2;7050;566;202;991798;430;0;8026.628739356564;-210.62873935656444
49;126;77;203;Ir;-14690;401;7847.0;2;4937;446;202;984230;430;0;8054.58582809851;-207.58582809851032
47;125;78;203;Pt;-19627;196;7867.0;1;3517;196;202;978930;210;0;8076.93264535809;-209.93264535808976
45;124;79;203;Au;-23143.436;3.083;7880.864;0.015;2125.829;3.451;202;975154.498;3.309;0;8093.669191135304;-212.80519113530409
43;123;80;203;Hg;-25269.265;1.627;7887.482;0.008;492.112;1.225;202;972872.326;1.746;0;8104.795465430154;-217.31346543015388
41;122;81;203;Tl;-25761.377;1.166;7886.053;0.006;-974.820;6.461;202;972344.022;1.252;0;8110.3114682426385;-224.25846824263863
39;121;82;203;Pb;-24786.557;6.554;7877.397;0.032;-3261.729;14.356;202;973390.535;7.036;0;8110.217199572759;-232.8201995727586
37;120;83;203;Bi;-21524.827;12.778;7857.475;0.063;-4213.939;15.433;202;976892.145;13.717;0;8104.512659420514;-247.0376594205136
35;119;84;203;Po;-17310.889;8.655;7832.863;0.043;-5148.332;13.666;202;981415.995;9.291;0;8093.197847785904;-260.33484778590355
33;118;85;203;At;-12162.557;10.576;7803.648;0.052;-6008.858;21.027;202;986942.957;11.353;0;8076.27276466893;-272.62476466892986
31;117;86;203;Rn;-6153.699;18.179;7770.193;0.090;-7030.116;19.218;202;993393.732;19.516;0;8053.737410069589;-283.5444100695886
29;116;87;203;Fr;876.417;6.232;7731.708;0.031;-7785.309;38.630;203;000940.872;6.689;0;8025.591783987887;-293.883783987887
27;115;88;203;Ra;8661.726;38.124;7689.503;0.188;*;;203;009298.745;40.928;0;7991.835886423817;-302.3328864238174
50;127;77;204;Ir;-9688;401;7824.0;2;8234;446;203;989600;430;1;8035.2874029199575;-211.28740291995746
48;126;78;204;Pt;-17922;196;7860.0;1;2728;280;203;980760;210;-1;8067.0547806216055;-207.05478062160546
46;125;79;204;Au;-20650;200;7870.0;1;4040;200;203;977831;215;1;8077.887535222034;-207.88753522203388
