N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;delta;bind_ene_teo;Diff_bind_ene;Delta_2n;Delta_2p
10;54;44;98;Ru;-88224.871;6.463;8.620314;0.0659;-5049.6529;10.0000;905286.709;6.937;-1;8.772711394755358;-0.15239739475535785;-0.01185570000000169;-0.023074800000001616
8;53;45;98;Rh;-83175.219;11.906;8.5608038;0.1215;-1854.2331;12.8161;910707.734;12.782;1;8.706579226904884;-0.14577542690488343;-0.011760900000000518;-0.02174560000000092
6;52;46;98;Pd;-81320.985;4.742;8.5338999;0.0484;-8254.5607;33.0975;912698.335;5.090;-1;8.664378680364292;-0.1304787803642924;-0.014213900000001445;-0.020649300000000537
4;51;47;98;Ag;-73066.425;32.907;8.4416866;0.3358;-5430.0000;40.0000;921559.970;35.327;1;8.553752951060229;-0.11206635106022844;-0.03808820000000068;-0.018950200000000805
2;50;48;98;Cd;-67636.425;51.797;8.3782953;0.5285;-13730;300;927389.315;55.605;-1;8.467058843066049;-0.08876354306604917;-0.05985309999999977;-0.014943900000000454
0;49;49;98;In;-53906;304;8.23;3;*;;942129;327;1;8.311939552308399;-0.08193955230839833;-0.061250499999999874;
27;63;36;99;Kr;-38400;400;8.175;4;12721;400;958776;429;0;8.250856296401967;-0.075856296401966;-0.00513550000000329;
25;62;37;99;Rb;-51121.150;4.031;8.295301;0.0407;11397.3767;6.2201;945119.190;4.327;0;8.391834257378873;-0.09653325737887286;-0.008239500000000177;-0.037271499999999236
23;61;38;99;Sr;-62518.527;4.737;8.4025235;0.0479;8125.2037;8.1353;932883.604;5.085;0;8.510993155988746;-0.10846965598874725;-0.00845699999999816;-0.049338600000000454
21;60;39;99;Y;-70643.730;6.615;8.4766938;0.0668;6972.9398;12.4082;924160.839;7.101;0;8.60833299223158;-0.13163919223157983;0.001404500000001363;-0.04236489999999904
19;59;40;99;Zr;-77616.670;10.499;8.539225;0.1061;4718.6736;15.9474;916675.081;11.271;0;8.68385376610738;-0.1446287661073793;0.011112099999998293;-0.03368519999999897
17;58;41;99;Nb;-82335.344;12.004;8.5789859;0.1213;3634.7623;12.0059;911609.377;12.886;0;8.73755547761614;-0.15856957761614154;2.1000000014481657e-06;-0.023373599999999328
15;57;42;99;Mo;-85970.106;0.229;8.6077982;0.0023;1357.7631;0.8905;907707.299;0.245;0;8.769438126757866;-0.1616399267578661;-0.007587899999998982;-0.010512199999999083
13;56;43;99;Tc;-87327.869;0.908;8.6136105;0.0092;297.5156;0.9453;906249.681;0.974;0;8.779501713532554;-0.16589121353255365;-0.010359000000001117;-0.015865400000000918
11;55;44;99;Ru;-87625.385;0.343;8.6087132;0.0035;-2040.8632;19.4529;905930.284;0.368;0;8.767746237940207;-0.1590330379402065;-0.011780500000000416;-0.02146940000000086
9;54;45;99;Rh;-85584.522;19.451;8.580195900000001;0.1965;-3401.6603;18.9153;908121.241;20.881;0;8.734171699980823;-0.153975799980822;-0.012279700000004112;-0.024119900000002303
7;53;46;99;Pd;-82182.861;5.107;8.5379332;0.0516;-5470.3785;8.0829;911773.073;5.482;0;8.678778099654402;-0.14084489965440206;-0.012571699999998742;-0.021220799999998263
5;52;47;99;Ag;-76712.483;6.265;8.4747744;0.0633;-6781.3511;6.4622;917645.766;6.725;0;8.601565436960945;-0.1267910369609453;-0.0137901999999972;-0.019227899999998854
3;51;48;99;Cd;-69931.132;1.584;8.3983734;0.0160;-8555;298;924925.845;1.700;0;8.502533711900451;-0.10416031190045061;-0.03607980000000133;-0.013213500000000877
1;50;49;99;In;-61376;298;8.304;3;-13400;500;934110;320;0;8.381682924472923;-0.07768292447292247;-0.07257400000000125;
-1;49;50;99;Sn;-47976;582;8.161;6;*;;948495;625;0;8.239013074678356;-0.07801307467835628;;
28;64;36;100;Kr;-34470;400;8.134;4;11796;400;962995;429;-1;8.20688726077598;-0.07288726077598007;;
26;63;37;100;Rb;-46265.884;13.124;8.2445085;0.1312;13551.6204;14.8355;950331.532;14.089;1;8.331246597410246;-0.08673809741024563;-0.005543299999999363;-0.039099800000000684
24;62;38;100;Sr;-59817.505;6.918;8.3722012;0.0692;7503.7365;13.1453;935783.270;7.426;-1;8.479002080253668;-0.10680088025366885;-0.007442599999999189;-0.04410839999999894
22;61;39;100;Y;-67321.241;11.179;8.4394151;0.1118;9051.4949;13.8293;927727.678;12.000;1;8.560553709306246;-0.12113860930624654;-0.00929679999999955;-0.04323329999999892
20;60;40;100;Zr;-76372.736;8.143;8.522106599999999;0.0814;3418.5098;11.3976;918010.499;8.742;-1;8.665501484567985;-0.14339488456798577;0.003479200000001015;-0.03007529999999825
18;59;41;100;Nb;-79791.246;7.976;8.5484683;0.0798;6401.7829;7.9817;914340.578;8.562;1;8.70424540603888;-0.1557771060388795;0.0042325000000005275;-0.028668999999998945
16;58;42;100;Mo;-86193.029;0.301;8.6046626;0.0030;-172.0776;1.3704;907467.982;0.322;-1;8.766385473718932;-0.1617228737189329;-0.005756699999999171;-0.02049929999999911
14;57;43;100;Tc;-86020.951;1.351;8.595118399999999;0.0135;3206.4401;1.3760;907652.715;1.450;1;8.762321687608143;-0.16720328760814418;-0.009580699999997222;-0.016953399999996677
12;56;44;100;Ru;-89227.391;0.342;8.6193593;0.0034;-3636.2612;18.1231;904210.460;0.367;-1;8.781654047706514;-0.16229474770651464;-0.010977099999998075;-0.02326080000000097
10;55;45;100;Rh;-85591.130;18.125;8.5751732;0.1813;-378.4577;25.2879;908114.147;19.458;1;8.73478255401404;-0.15960935401403908;-0.012560799999999261;-0.023176700000000494
8;54;46;100;Pd;-85212.672;17.637;8.5635652;0.1764;-7074.7030;18.3319;908520.438;18.934;-1;8.711307206530726;-0.1477420065307271;-0.012941800000000114;-0.02268419999999871
6;53;47;100;Ag;-78137.969;5.000;8.4849947;0.0500;-3943.3740;5.2735;916115.443;5.367;1;8.621628005256568;-0.13663330525656825;-0.011137799999998421;-0.020613699999998403
4;52;48;100;Cd;-74194.595;1.677;8.437737499999999;0.0168;-10016.4492;2.7945;920348.829;1.800;-1;8.55534495019157;-0.1176074501915707;-0.01304749999999899;-0.01714379999999771
2;51;49;100;In;-64178.146;2.236;8.3297495;0.0224;-7030.0000;240.0000;931101.929;2.400;1;8.422858041335727;-0.09310854133572732;-0.04092709999999933;-0.03681240000000052
0;50;50;100;Sn;-57148.146;240.010;8.251626;2.4001;*;;938648.944;257.661;-1;8.313767278689046;-0.06214127868904562;;
29;65;36;101;Kr;-28580;500;8.075;5;13987;501;969318;537;0;8.139234533864572;-0.0642345338645729;;
27;64;37;101;Rb;-42567.417;20.493;8.2061753;0.2029;12757.4969;22.1781;954302.000;22.000;0;8.291522035537229;-0.08534673553722882;-0.005049599999999543;
25;63;38;101;Sr;-55324.914;8.480;8.324741099999999;0.0840;9729.8721;11.0473;940606.264;9.103;0;8.422808869277953;-0.09806776927795369;-0.004958699999997762;-0.048648499999996986
23;62;39;101;Y;-65054.787;7.080;8.4133305;0.0701;8106.2003;10.9331;930160.817;7.601;0;8.533095035086744;-0.1197645350867429;-0.007333600000002605;-0.0430280000000014
21;61;40;101;Zr;-73160.987;8.332;8.485843899999999;0.0825;5730.5011;9.1366;921458.454;8.944;0;8.622380532963607;-0.13653663296360818;-0.006629099999997834;-0.0308970999999989
19;60;41;101;Nb;-78891.488;3.749;8.5348355;0.0371;4628.4637;3.7378;915306.508;4.024;0;8.690665362908538;-0.15582986290853817;-0.002353100000000552;-0.026872700000000194
17;59;42;101;Mo;-83519.952;0.308;8.5729159;0.0031;2824.6411;24.0018;910337.648;0.331;0;8.73794952492154;-0.1650336249215396;0.0002335999999996119;-0.02224119999999985
15;58;43;101;Tc;-86344.593;24.004;8.5931366;0.2377;1613.5200;24.0000;907305.271;25.768;0;8.76423301900261;-0.17109641900261074;-0.006558199999998848;-0.023094600000000298
13;57;44;101;Ru;-87958.113;0.413;8.601366;0.0041;-545.6846;5.8518;905573.086;0.443;0;8.769515845151751;-0.1681498451517509;-0.009653200000000695;-0.023916500000002117
11;56;45;101;Rh;-87412.428;5.841;8.588217199999999;0.0578;-1980.2833;3.9027;906158.903;6.270;0;8.753798003368962;-0.16558080336896275;-0.012045799999997442;-0.02517189999999836
9;55;46;101;Pd;-85432.145;4.588;8.5608644;0.0454;-4097.7606;6.6679;908284.824;4.925;0;8.717079493654241;-0.15621509365424124;-0.012778300000000797;-0.023260900000000362
7;54;47;101;Ag;-81334.384;4.838;8.512546500000001;0.0479;-5497.9186;5.0625;912683.951;5.193;0;8.659360316007588;-0.1468138160075867;-0.012666600000002859;-0.02117720000000034
5;53;48;101;Cd;-75836.466;1.490;8.4503657;0.0148;-7291.5642;11.7569;918586.209;1.600;0;8.580640470429007;-0.13027477042900593;-0.012603300000002093;-0.019798200000002097
3;52;49;101;In;-68544.901;11.662;8.370426;0.1155;-8239.2770;300.2313;926414.025;12.519;0;8.480919956918497;-0.1104939569184964;-0.01313209999999998;-0.03207760000000093
1;51;50;101;Sn;-60305.624;300.005;8.281103;2.9703;*;;935259.252;322.068;0;8.360198775476052;-0.07909577547605195;-0.0582060000000002;
28;65;37;102;Rb;-37252.312;82.903;8.1527443;0.8128;14906.9991;106.6347;960008.000;89.000;1;8.228307654458044;-0.07556335445804407;-0.003980099999999709;
26;64;38;102;Sr;-52159.311;67.068;8.2912213;0.6575;9013.3301;67.1916;944004.679;72.000;-1;8.387016944269801;-0.09579564426980092;-0.004241400000001505;-0.0461267000000003
24;63;39;102;Y;-61172.641;4.081;8.3719172;0.0400;10408.7856;9.6618;934328.471;4.381;1;8.481628359531088;-0.10971115953108779;-0.006419300000001016;-0.04594269999999945
22;62;40;102;Zr;-71581.427;8.758;8.466294;0.0859;4716.8380;9.0530;923154.181;9.401;-1;8.599119566762209;-0.13282556676220914;-0.008165500000000492;-0.032480500000000134
20;61;41;102;Nb;-76298.265;2.511;8.5048675;0.0246;7262.6008;8.6750;918090.447;2.695;1;8.652512899442858;-0.14764539944285815;-0.007883499999998378;-0.02921289999999921
18;60;42;102;Mo;-83560.866;8.305;8.5683994;0.0814;1012.0557;12.3682;910293.725;8.916;-1;8.728786024093342;-0.16038662409334137;-0.004229900000002118;-0.027292400000002104
16;59;43;102;Tc;-84572.921;9.166;8.570651400000001;0.0899;4533.5134;9.1646;909207.239;9.840;1;8.740961274193353;-0.17030987419335197;-0.005077400000002896;-0.023884400000001804
14;58;44;102;Ru;-89106.435;0.416;8.6074275;0.0041;-2323.1187;6.3960;904340.312;0.446;-1;8.7760163162632;-0.16858881626320077;-0.00809590000000071;-0.025343900000001085
12;57;45;102;Rh;-86783.316;6.410;8.5769818;0.0628;1119.6470;6.3962;906834.282;6.880;1;8.746973483782575;-0.169991683782575;-0.009840300000000468;-0.02266020000000246
10;56;46;102;Pd;-87902.963;0.419;8.580288699999999;0.0041;-5656.2615;8.1816;905632.292;0.449;-1;8.740810443271785;-0.16052174327178648;-0.012163699999998556;-0.023594899999999086
8;55;47;102;Ag;-82246.702;8.171;8.517165;0.0801;-2587.0000;8.0000;911704.538;8.771;1;8.670549528210524;-0.15338452821052329;-0.01315030000000128;-0.023918800000000573
6;54;48;102;Cd;-79659.702;1.662;8.4841322;0.0163;-8964.8059;4.8654;914481.797;1.784;-1;8.623168405119094;-0.1390362051190941;-0.01290370000000074;-0.020787799999999024
4;53;49;102;In;-70694.896;4.573;8.3885719;0.0448;-5760.0000;100.0000;924105.911;4.909;1;8.511689407477196;-0.12311750747719508;-0.012156300000000897;-0.034149100000002264
2;52;50;102;Sn;-64934.896;100.105;8.3244313;0.9814;-13835;412;930289.525;107.466;-1;8.423090201805131;-0.09865890180513048;-0.013325200000000592;-0.053799500000002
0;51;51;102;Sb;-51100;400;8.181;4;*;;945142;429;1;8.270393121582593;-0.08939312158259405;;
29;66;37;103;Rb;-33160;400;8.112;4;14120;447;964401;429;0;8.185531882541321;-0.07353188254132093;;
27;65;38;103;Sr;-47280;200;8.242;2;11177;201;949243;215;0;8.327932784793157;-0.08593278479315636;-0.007258900000003621;-0.050402000000001834
25;64;39;103;Y;-58457.034;11.206;8.3426336;0.1088;9351.9600;14.5130;937243.796;12.029;0;8.45010515447074;-0.10747155447074164;-0.009936699999997245;-0.04739939999999976
23;63;40;103;Zr;-67808.993;9.223;8.4258337;0.0895;7219.6740;10.0270;927204.054;9.900;0;8.552048991574068;-0.1262152915740682;-0.007225500000000551;-0.03206330000000257
21;62;41;103;Nb;-75028.667;3.935;8.488332;0.0382;5925.6639;10.0270;919453.416;4.224;0;8.63376429610314;-0.1454322961031398;-0.010136000000001033;-0.02872609999999831
19;61;42;103;Mo;-80954.331;9.223;8.5382672;0.0895;3649.5889;13.4648;913091.954;9.900;0;8.695251068057958;-0.15698386805795828;-0.008755500000001248;-0.028788900000002116
17;60;43;103;Tc;-84603.920;9.810;8.5661045;0.0952;2663.2474;9.8086;909173.960;10.531;0;8.73650930743852;-0.17040480743852093;-0.004464999999999719;-0.024668200000000695
15;59;44;103;Ru;-87267.168;0.441;8.5843656;0.0043;764.5378;2.2598;906314.846;0.473;0;8.757539014244829;-0.1731734142448289;-0.005463600000000568;-0.02516439999999953
13;58;45;103;Rh;-88031.705;2.301;8.5841927;0.0223;-574.7252;2.3928;905494.081;2.470;0;8.75834018847688;-0.17414748847688166;-0.007462900000000161;-0.024877999999997513
11;57;46;103;Pd;-87456.980;0.878;8.5710173;0.0085;-2654.2778;4.1916;906111.074;0.942;0;8.738912830134677;-0.16789553013467717;-0.010519299999998566;-0.023815399999998377
9;56;47;103;Ag;-84802.702;4.099;8.537652;0.0398;-4151.0761;4.4806;908960.558;4.400;0;8.699256939218218;-0.1616049392182184;-0.012386699999996864;-0.0223823000000003
7;55;48;103;Cd;-80651.626;1.811;8.489754699999999;0.0176;-6019.2293;9.1242;913416.922;1.943;0;8.639372515727503;-0.14961781572750432;-0.012290499999997095;-0.021415999999998547
5;54;49;103;In;-74632.397;8.980;8.4237199;0.0872;-7540;100;919878.830;9.640;0;8.559259559662536;-0.13553965966253578;-0.012309300000000079;-0.033900999999998405
3;53;50;103;Sn;-67092;100;8.343;1;-10422;316;927973;108;0;8.45891807102331;-0.11591807102331053;-0.007668000000000674;-0.04879749999999916
1;52;51;103;Sb;-56670;300;8.234;3;*;;939162;322;0;8.338348049809833;-0.10434804980983259;;
30;67;37;104;Rb;-27450;500;8.057;5;16310;583;970531;537;1;8.120122807018804;-0.06312280701880368;;
28;66;38;104;Sr;-43760;300;8.206;3;10320;361;953022;322;-1;8.288848644768485;-0.08284864476848597;-0.006778699999998139;
26;65;39;104;Y;-54080;200;8.298;2;11638;200;941943;215;1;8.395475362747996;-0.09747536274799629;-0.009082799999999835;-0.04998999999999931
24;64;40;104;Zr;-65717.660;9.316;8.4023159;0.0896;6093.3367;9.4851;929449.193;10.000;-1;8.52448375763225;-0.12216785763225069;-0.008337799999999618;-0.03389029999999771
22;63;41;104;Nb;-71810.997;1.784;8.453383200000001;0.0172;8532.7512;9.0879;922907.728;1.915;1;8.591393032746335;-0.13800983274633438;-0.008633200000002006;-0.02829220000000099
20;62;42;104;Mo;-80343.748;8.911;8.5279063;0.0857;2155.2212;24.1665;913747.443;9.566;-1;8.680683984765164;-0.15277768476516407;-0.007892999999997485;-0.028577999999999548
18;61;43;104;Tc;-82498.969;24.886;8.541107;0.2393;5596.7945;24.9370;911433.718;26.716;1;8.707875817013823;-0.16676881701382307;-0.005005599999998722;-0.02341480000000118
16;60;44;104;Ru;-88095.763;2.498;8.5873998;0.0240;-1136.4195;3.3643;905425.312;2.682;-1;8.757449326167224;-0.17004952616722413;-0.006431499999999701;-0.026406800000000175
14;59;45;104;Rh;-86959.344;2.303;8.5689501;0.0221;2435.7789;2.6595;906645.309;2.471;1;8.744923715550458;-0.17597361555045765;-0.0069867000000005675;-0.02260910000000038
12;58;46;104;Pd;-89395.123;1.336;8.5848485;0.0129;-4278.6529;4.0000;904030.393;1.434;-1;8.754779781838435;-0.1699312818384353;-0.009414900000001225;-0.023220300000000194
10;57;47;104;Ag;-85116.470;4.217;8.536185;0.0406;-1148.0787;4.5370;908623.715;4.527;1;8.702536728356243;-0.16635172835624346;-0.010565299999999667;-0.025266899999998316
8;56;48;104;Cd;-83968.391;1.673;8.5176232;0.0161;-7785.7166;6.0127;909856.228;1.795;-1;8.672675351778791;-0.15505215177879172;-0.01206499999999977;-0.022919399999999257
6;55;49;104;In;-76182.675;5.775;8.435238;0.0555;-4555.6174;8.1461;918214.538;6.200;1;8.580714855431172;-0.14547685543117161;-0.011782799999998872;-0.03129859999999951
4;54;50;104;Sn;-71627.057;5.745;8.3839114;0.0552;-12332;102;923105.195;6.167;-1;8.511136035988297;-0.1272246359882967;-0.011353200000000285;-0.046922400000001474
2;53;51;104;Sb;-59295;101;8.258;1;-9668;333;936344;109;1;8.37945809677525;-0.12145809677525143;-0.012987599999998878;-0.0384280999999973
0;52;52;104;Te;-49626.831;317.609;8.1573256;3.0539;*;;946723.408;340.967;-1;8.270161834466949;-0.11283623446694868;;
29;67;38;105;Sr;-38190;500;8.152;5;12380;640;959001;537;0;8.227320466079917;-0.07532046607991738;-0.004999999999997229;
27;66;39;105;Y;-50570;400;8.262;4;10888;400;945711;429;0;8.36041050993306;-0.09841050993305878;-0.00336640000000088;-0.044910200000000344
25;65;40;105;Zr;-61458.274;12.110;8.358598;0.1153;8457.2728;12.7625;934021.832;13.000;0;8.474001346514607;-0.11540334651460604;-0.007362300000000488;-0.0329770000000007
23;64;41;105;Nb;-69915.547;4.028;8.431692499999999;0.0384;7415.2411;9.9106;924942.577;4.324;0;8.568092975824559;-0.13640047582456027;-0.007963199999997173;-0.027853499999999087
21;63;42;105;Mo;-77330.788;9.055;8.494862999999999;0.0862;4955.5157;35.0307;916981.989;9.721;0;8.642685397862918;-0.14782239786291917;-0.0092397999999978;-0.030524699999997296
19;62;43;105;Tc;-82286.303;35.263;8.5346074;0.3358;3648.2396;35.2787;911662.024;37.856;0;8.697778612629682;-0.16317121262968115;-0.01021240000000212;-0.026778800000002434
17;61;44;105;Ru;-85934.543;2.499;8.561901599999999;0.0238;1916.7271;2.8508;907745.478;2.683;0;8.733372620124852;-0.17147102012485327;-0.006069999999997577;-0.02464139999999837
15;60;45;105;Rh;-87851.270;2.502;8.572705299999999;0.0238;566.6347;2.3459;905687.787;2.685;0;8.749467420348427;-0.1767621203484282;-0.007113900000000228;-0.025404899999998065
13;59;46;105;Pd;-88417.905;1.138;8.5706509;0.0108;-1347.0564;4.6695;905079.479;1.222;0;8.74606301330041;-0.17541211330040873;-0.009389900000002172;-0.02358380000000082
11;58;47;105;Ag;-87070.848;4.544;8.550370800000001;0.0433;-2736.9989;4.3618;906525.604;4.877;0;8.723159398980796;-0.17278859898079446;-0.009188400000002872;-0.02250500000000244
9;57;48;105;Cd;-84333.849;1.392;8.5168532;0.0133;-4693.2673;10.3405;909463.893;1.494;0;8.68075657738959;-0.16390337738958927;-0.010599300000000866;-0.023194500000000673
7;56;49;105;In;-79640.582;10.246;8.4647045;0.0976;-6302.5807;10.9891;914502.322;11.000;0;8.618854548526786;-0.1541500485267857;-0.011645199999998468;-0.03302260000000068
5;55;50;105;Sn;-73338.001;3.971;8.397229;0.0378;-9322.5103;22.1849;921268.421;4.263;0;8.53745331239239;-0.14022431239239097;-0.01196339999999907;-0.04670330000000078
3;54;51;105;Sb;-64015.491;21.827;8.3009923;0.2079;-11203.9825;300.8126;931276.547;23.431;0;8.4365528689864;-0.13556056898639923;-0.009250200000002096;-0.0322647000000007
1;53;52;105;Te;-52811.509;300.020;8.1868368;2.8573;*;;943304.516;322.084;0;8.316153218308814;-0.12931641830881446;;
30;68;38;106;Sr;-34300;600;8.114;6;11490;781;963177;644;-1;8.185393018239356;-0.0713930182393554;;
28;67;39;106;Y;-45790;500;8.215;5;12959;539;950842;537;1;8.303079516530282;-0.08807951653028212;-0.0030000000000001137;-0.04733959999999904
26;66;40;106;Zr;-58749;200;8.33;2;7453;200;936930;215;-1;8.442666978969678;-0.1126669789696777;-0.004684100000000413;-0.03184189999999987
24;65;41;106;Nb;-66202.678;1.416;8.3932657;0.0134;9925.3249;9.2388;928928.505;1.520;1;8.522054260965833;-0.12878856096583213;-0.007487799999999822;-0.02571420000000124
22;64;42;106;Mo;-76128.003;9.130;8.479520200000001;0.0861;3648.2494;15.2778;918273.231;9.801;-1;8.623342507110456;-0.14382230711045452;-0.008976000000002315;-0.029497800000003238
20;63;43;106;Tc;-79776.253;12.250;8.506557;0.1156;6547.0000;11.0000;914356.674;13.150;1;8.66443057281184;-0.15787357281183922;-0.009189800000001469;-0.027065100000001507
18;62;44;106;Ru;-86323.253;5.391;8.5609406;0.0509;39.4038;0.2121;907328.181;5.787;-1;8.727419602661692;-0.16647900266169202;-0.0072547000000007245;-0.02695079999999983
16;61;45;106;Rh;-86362.656;5.390;8.5539317;0.0508;3544.8865;5.3348;907285.879;5.786;1;8.730208452068304;-0.17627675206830418;-0.00624760000000002;-0.024730199999998703
14;60;46;106;Pd;-89907.543;1.106;8.5799934;0.0104;-2965.1434;2.8172;903480.287;1.186;-1;8.754898265623385;-0.17490486562338603;-0.008114199999997851;-0.022567399999999793
12;59;47;106;Ag;-86942.399;3.016;8.5446397;0.0285;189.7534;2.8190;906663.499;3.237;1;8.719387898735224;-0.17474819873522485;-0.01106819999999864;-0.02507769999999887
10;58;48;106;Cd;-87132.153;1.104;8.5390492;0.0104;-6524.0031;12.1765;906459.791;1.184;-1;8.705778495995531;-0.1667292959955322;-0.010455600000000231;-0.024222599999998096
8;57;49;106;In;-80608.150;12.226;8.4701213;0.1153;-3254.4521;13.2439;913463.596;13.125;1;8.631968912812601;-0.16184761281260052;-0.009753000000001677;-0.03139100000000106
6;56;50;106;Sn;-77353.698;5.091;8.4320383;0.0480;-10880.3964;9.0249;916957.394;5.465;-1;8.580060293778137;-0.14802199377813707;-0.01113789999999959;-0.042731299999999806
4;55;51;106;Sb;-66473.301;7.452;8.3220124;0.0703;-8253.5423;100.8163;928637.979;8.000;1;8.467951494300435;-0.1459390943004344;-0.013358200000000764;-0.03278680000000023
