N-Z;N;Z;A;Element;mass_exc;mass_exc_unc;bind_ene;bind_ene_unc;beta_ene;beta_ene_unc;atomic_mass;atomic_mass_unc;bind_ene_total;delta;bind_ene_teo;bind_ene_teo_total;Diff_bind_ene
10;19;9;28;F;33403.796;120.347;6.6268567;4.2981;22104.0579;174.2886;035860.448;129.198;185.55198760000002;1;6.1099645538058285;171.0790075065632;0.5168921461941718
8;18;10;28;Ne;11299.738;126.068;7.3883463;4.5024;12288.0534;126.4833;012130.767;135.339;206.8736964;-1;7.1789695493809145;201.0111473826656;0.20937675061908578
6;17;11;28;Na;-988.315;10.246;7.7992644;0.3659;14031.6303;10.2498;998939.000;11.000;218.3794032;1;7.693343334136586;215.41361335582442;0.10592106586341377
4;16;12;28;Mg;-15019.946;0.261;8.2724531;0.0093;1830.7740;0.2653;983875.426;0.280;231.6286868;-1;8.257829064887606;231.21921381685297;0.014624035112394296
2;15;13;28;Al;-16850.719;0.049;8.3098969;0.0018;4642.0776;0.0486;981910.009;0.052;232.6771132;1;8.26768358481921;231.49514037493788;0.04221331518079019
0;14;14;28;Si;-21492.79711;0.00051;8.4477445;0.0002;-14344.9407;1.1473;976926.53442;0.00055;236.53684600000003;-1;8.327650050746161;233.17420142089253;0.12009444925383939
-2;13;15;28;P;-7147.856;1.147;7.9074842;0.0410;-11221.0593;160.0041;992326.460;1.231;221.4095576;1;7.832985305853699;219.32358856390357;0.07449889414630118
-4;12;16;28;S;4073.203;160.000;7.4787911000000005;5.7143;-24197;525;004372.762;171.767;209.4061508;-1;7.388432506956583;206.87611019478433;0.0903585930434172
-6;11;17;28;Cl;28270;500;6.587;18;*;;030349;537;184.43599999999998;1;6.389248497240055;178.89895792272154;0.19775150275994502
11;20;9;29;F;40150.190;525.363;6.4440314;18.1160;21750.3873;546.2212;043103.000;564.000;186.8769106;0;5.90563308382221;171.2633594308441;0.5383983161777897
9;19;10;29;Ne;18399.803;149.505;7.167067299999999;5.1553;15719.8092;149.6847;019753.000;160.500;207.84495169999997;0;6.868336176932199;199.18174913103377;0.2987311230678005
7;18;11;29;Na;2679.994;7.337;7.682152200000001;0.2530;13292.3538;7.3447;002877.091;7.876;222.78241380000003;0;7.595534332474819;220.27049564176974;0.08661786752518186
5;17;12;29;Mg;-10612.360;0.345;8.1135317;0.0119;7595.4023;0.4873;988607.163;0.369;235.29241929999998;0;8.087227550450066;234.5295989630519;0.026304149549932987
3;16;13;29;Al;-18207.762;0.345;8.348464700000001;0.0119;3687.3192;0.3447;980453.164;0.370;242.10547630000002;0;8.343415830857946;241.95905909488044;0.005048869142054713
1;15;14;29;Si;-21895.08154;0.00056;8.4486361;0.0002;-4942.2325;0.3589;976494.66434;0.00060;245.0104469;0;8.364099173698452;242.55887603725512;0.08453692630154741
-1;14;15;29;P;-16952.849;0.359;8.251236800000001;0.0124;-13858.4257;13.0459;981800.368;0.385;239.28586720000004;0;8.149277578971594;236.3290497901762;0.10195922102840704
-3;13;16;29;S;-3094.423;13.041;7.7463826;0.4497;-17117;189;996678.000;14.000;224.64509539999997;0;7.698951046677363;223.26958035364353;0.047431553322636155
-5;12;17;29;Cl;14022;189;7.129;7;-23947;478;015053;203;206.74099999999999;0;7.013119576815763;203.38046772765713;0.11588042318423675
-7;11;18;29;Ar;37969;439;6.276;15;*;;040761;471;182.004;0;6.091783169386794;176.66171191221702;0.18421683061320593
12;21;9;30;F;48960;500;6.205;17;25680;561;052561;537;186.15;1;5.556853030071494;166.70559090214482;0.6481469699285061
10;20;10;30;Ne;23280.120;253.250;7.0345317;8.4417;14805.4501;253.2946;024992.235;271.875;211.03595099999998;-1;6.692872456795508;200.78617370386522;0.34165924320449204
8;19;11;30;Na;8474.670;4.727;7.5019685;0.1576;17356.0423;4.9011;009097.931;5.074;225.059055;1;7.335865032809398;220.07595098428195;0.16610346719060232
6;18;12;30;Mg;-8881.373;1.295;8.054425;0.0432;6982.7440;2.3287;990465.454;1.390;241.63275000000002;-1;8.031118993140534;240.93356979421603;0.02330600685946571
4;17;13;30;Al;-15864.116;1.936;8.2611049;0.0645;8568.8459;1.9357;982969.171;2.077;247.833147;1;8.23334610276155;247.0003830828465;0.027758797238449873
2;16;14;30;Si;-24432.962;0.022;8.5206549;0.0008;-4232.1065;0.0615;973770.137;0.023;255.61964700000001;-1;8.487834596699809;254.63503790099426;0.032820303300191256
0;15;15;30;P;-20200.856;0.065;8.3535064;0.0022;-6141.6014;0.1956;978313.490;0.069;250.60519200000002;1;8.249296239927949;247.47888719783847;0.10421016007205175
-2;14;16;30;S;-14059.254;0.206;8.1227081;0.0069;-18733.8020;23.8769;984906.770;0.221;243.68124300000002;-1;8.063019267473333;241.89057802419998;0.05968883252666757
-4;13;17;30;Cl;4674.548;23.876;7.4721698;0.7959;-17397;180;005018.333;25.631;224.16509399999998;1;7.383715444308595;221.51146332925785;0.0884543556914048
-6;12;18;30;Ar;22071;179;6.866;6;*;;023694;192;205.98;-1;6.756673005461104;202.7001901638331;0.10932699453889594
13;22;9;31;F;56843;535;6.011;17;25661;597;061023;574;186.341;0;5.345651636813519;165.7152007412191;0.6653483631864807
11;21;10;31;Ne;31181.594;266.195;6.8130901999999995;8.5869;18935.5625;266.5617;033474.816;285.772;211.20579619999998;0;6.375674388180464;197.64590603359437;0.4374158118195357
9;20;11;31;Na;12246.031;13.972;7.398677800000001;0.4507;15368.1833;14.3065;013146.654;15.000;229.35901180000002;0;7.199010230523217;223.16931714621973;0.19966756947678377
7;19;12;31;Mg;-3122.152;3.074;7.8691886;0.0992;11828.5569;3.8009;996648.232;3.300;243.9448466;0;7.815659163841777;242.28543407909507;0.053529436158223476
5;18;13;31;Al;-14950.709;2.236;8.225518;0.0721;7998.3286;2.2360;983949.754;2.400;254.99105799999998;0;8.225621188136143;254.99425683222046;-0.00010318813614418332
3;17;14;31;Si;-22949.037;0.043;8.4582916;0.0014;1491.5071;0.0434;975363.196;0.046;262.20703960000003;0;8.428896303406317;261.29578540559584;0.029395296593683895
1;16;15;31;P;-24440.54442;0.00075;8.4811677;0.0002;-5398.0130;0.2292;973761.99768;0.00080;262.9161987;0;8.4254845096523;261.1900197992213;0.05568319034770042
-1;15;16;31;S;-19042.531;0.229;8.2818013;0.0074;-12007.9790;3.4541;979557.002;0.246;256.7358403;0;8.21538580687409;254.67696001309682;0.06641549312590911
-3;14;17;31;Cl;-7034.552;3.447;7.8692101;0.1112;-18360;200;992448.097;3.700;243.9455131;0;7.798600195071686;241.75660604722228;0.07060990492831376
-5;13;18;31;Ar;11325;200;7.252;6;-22935;361;012158;215;224.81199999999998;0;7.175127674245092;222.42895790159784;0.07687232575490821
-7;12;19;31;K;34260;300;6.487;10;*;;036780;322;201.097;0;6.344968244394302;196.69401557622336;0.14203175560569825
12;22;10;32;Ne;36999;503;6.671;16;18359;504;039720;540;213.472;-1;6.1855862487327355;197.93875995944754;0.4854137512672647
10;21;11;32;Na;18640.152;37.260;7.2198815000000005;1.1644;19469.0523;37.4021;020011.024;40.000;231.03620800000002;1;6.922291735841159;221.5133355469171;0.2975897641588414
8;20;12;32;Mg;-828.901;3.260;7.8038411;0.1019;10270.4677;7.8787;999110.138;3.500;249.7229152;-1;7.712241660537835;246.7917331372107;0.09159943946216487
